id,rawContent,date,username,likeCount,retweetCount,replyCount,quoteCount,viewCount,lang,hashtags,url
488472604643037186,Report: FIFA &amp; Adidas discuss why Lionel Messi was chosen for the FIFA World Cup 2014 Golden Ball. ,2014-07-13T23:58:38+00:00,TheCristianoFan,12,19,3,,,en,,
488470944596250626,Congratulations to Sami Khedira for winning the FIFA World Cup 2014. #GER ,2014-07-13T23:52:03+00:00,TheCristianoFan,22,22,1,,,en,,
488470807467667459,VIDEO - World Cup 2014 - Match Of The Day Pundits Reaction/Analysis Of World Cup Final = ,2014-07-13T23:51:30+00:00,BeanymanSports,8,1,0,,,en,,
488468937235918848,Congrulations For Germany the Winner FIFA World Cup 2014. Bravo Germany ,2014-07-13T23:44:04+00:00,Spirit_History,6,0,1,,,en,,
488468660160589825,"★ OVERALL WORLD CUP 2014 RESULTS ★

#Bets: 133 / #Staked: 302pt's

#Profit: +83.8pt's ✅

#ROI: +27.8% ✅

JOIN ➡ ",2014-07-13T23:42:58+00:00,FootballTipsNL,2,1,0,,,en,,
488468602497294337,Presser over. And that's it. World Cup 2014 is done. Hope you enjoyed @SuperSportTV and @Citi973 coverage. And mine too!,2014-07-13T23:42:44+00:00,garyalsmith,5,5,13,,,en,,
488468298351140865,#Fifa World Cup 2014. finally germany won.. And Fifa Finished.! :-(,2014-07-13T23:41:32+00:00,i_karanshah,2,0,0,,,en,,
488467500477083649,OMG... A Twitter account named FIFA Corruption claimed 17 hours ago that FIFA World Cup 2014 final was fixed. ,2014-07-13T23:38:22+00:00,CaptivatingKhan,1,0,0,,,en,,
488467112927567872,So yea I'm late but I called this              World Cup 2014 #GermanyCampeonBrasil2014,2014-07-13T23:36:49+00:00,Sarahh_Mac16,2,0,0,,,en,,
488465939089076224,Congrats #Germany on winning the World Cup 2014! #WorldCupFinal #GERvsARG #WorldCup2014 #iAmGermanToo!🇩🇪😍😘✌️❤️💛 ,2014-07-13T23:32:09+00:00,OfficialKimora,155,148,5,,,en,,
488464399070269440,@Blackheart343 yes Germany wins the world cup 2014 I made this photo I hope you love it ,2014-07-13T23:26:02+00:00,Al_Nasser_Q8,1,0,0,,,en,,
488464311757864961,World Cup 2014... #WorldCup ,2014-07-13T23:25:41+00:00,SkillTwins,113,121,5,,,en,,
488463420639813632,James Rodriguez wins World Cup 2014 Golden Boot ,2014-07-13T23:22:09+00:00,GenreLatino,1,0,0,,,en,,
488461136904617985,World Cup 2014: Germany become world champions after beating Argentina 1-0 in extra time ,2014-07-13T23:13:04+00:00,HaitiNewsNet,0,0,0,,,en,,
488461017014206464,World Cup 2014: Lionel Messi suffers humiliation of walking past World Cup trophy TWICE after being crowned pl... ,2014-07-13T23:12:36+00:00,IndySport,1,1,0,,,en,,
488460981471678464,Great game! Congrats Germany!! Champion of World Cup 2014!,2014-07-13T23:12:27+00:00,grandindo,2,6,0,,,en,,
488459802092515328,Congratulations to Sami Khedira on winning the World Cup 2014 with Germany! #WorldCupFinal #GERvsARG #Worlcup2014 ,2014-07-13T23:07:46+00:00,realmadriden,1720,2230,44,,,en,,
488459717237161984,And germany have won the fifa world cup 2014 #WorldCup2014  #germanyforworldcup2014,2014-07-13T23:07:26+00:00,Matkins22Atkins,2,0,0,,,en,,
488459484894068736,"World Cup 2014: Germany Defeats Argentina in Championship 1-0, Stars React ",2014-07-13T23:06:30+00:00,billboard,76,85,0,,,en,,
488459337807822849,"RT @IBNLiveSports: World Cup 2014: Germany's triumph result of team work, says Philipp Lahm  #WorldsCup",2014-07-13T23:05:55+00:00,CNNnews18,5,3,0,,,en,,
488458985985814528,"World Cup 2014 Awards:

Golden Ball - Messi
Golden Glove - Nueur
Young Player - Pogba
Golden Boot - J.Rodriguez
FairPlay - Colombia",2014-07-13T23:04:32+00:00,BusbyBulletin,83,269,16,,,en,,
488458932768092160,German win world cup 2014,2014-07-13T23:04:19+00:00,dickfast1,22,0,0,,,en,,
488458623316946945,World Cup 2014: Germany Defeats Argentina in Final ,2014-07-13T23:03:05+00:00,NYTSports,1,3,1,,,en,,
488458562234904576,Congrulations For Germany the Winner FIFA World Cup 2014. Bravo Germany ,2014-07-13T23:02:51+00:00,Report_Nature,3,2,1,,,en,,
488458364624834560,Messi wins World Cup 2014 Golden Ball - The Barcelona ace finished on the losing side in Sunday's tournament decid... ,2014-07-13T23:02:03+00:00,HaitiNewsNet,0,0,0,,,en,,
488457975225266176,James Rodriguez wins World Cup 2014 Golden Boot ,2014-07-13T23:00:31+00:00,BusinessDayNg,0,0,0,,,en,,
488457954694148096,James Rodriguez wins World Cup 2014 Golden Boot ,2014-07-13T23:00:26+00:00,BusinessDayNg,0,0,0,,,en,,
488457895986868225,Messi wins World Cup 2014 Golden Ball ,2014-07-13T23:00:12+00:00,BusinessDayNg,0,0,0,,,en,,
488457874960437248,Messi wins World Cup 2014 Golden Ball ,2014-07-13T23:00:07+00:00,BusinessDayNg,0,0,0,,,en,,
488457419509350400,Who was this popular pitch invader at the FIFA World Cup 2014 final?  #WorldCup,2014-07-13T22:58:18+00:00,Sportskeeda,0,1,0,,,en,,
488457331899117569,"The Golden Ball winner,Leo Messi during the World Cup 2014: ",2014-07-13T22:57:57+00:00,Barcelona_HD,9,12,1,,,en,,
488456897092411392,Berlin fans watch Germany v. Argentina in World Cup 2014 final ,2014-07-13T22:56:14+00:00,DollarVigilante,0,0,0,,,en,,
488456780129640450,"OK guys after #Germany wins the Fifa world cup 2014 tonight U come back to Ur favourite n national game #Loadshedding 
#pakistan",2014-07-13T22:55:46+00:00,ammarmasood3,11,4,1,,,en,,
488456640362864641,World Cup 2014: Germany beat Argentina 1-0 to win their fourth title. First European team to win in South American soil.,2014-07-13T22:55:12+00:00,JAMMULINKS,0,0,0,,,en,,
488456320710754305,RT @IBNLiveSports: World Cup 2014: Lionel Messi squanders chance to join the greats  #WorldsCup #Messi,2014-07-13T22:53:56+00:00,CNNnews18,2,5,3,,,en,,
488456080100716545,World Cup 2014: Germany Defeats Argentina in Final ,2014-07-13T22:52:59+00:00,nytimes,162,157,14,,,en,,
488454472947863552,World Cup 2014 Final: Five Moments Where Germany Trumped Argentina for Title Win ,2014-07-13T22:46:36+00:00,ndtvfeed,0,0,0,,,en,,
488454429276778496,James Rodriguez wins World Cup 2014 Golden Boot ,2014-07-13T22:46:25+00:00,TheGhanaWeb,0,0,0,,,en,,
488454424482693120,RT @IBNLiveSports: World Cup 2014: Argentina's Sabella sad but proud of team  #worldscup,2014-07-13T22:46:24+00:00,CNNnews18,1,4,1,,,en,,
488453069479215104,"RT @IBNLiveSports: World Cup 2014: Manuel Neuer wins Golden Glove, Pogba best young player  #WorldsCup #Neur",2014-07-13T22:41:01+00:00,CNNnews18,6,7,0,,,en,,
488452960389963776,Messi wins #GoldenBall following inspirational performances for Argentina at World Cup 2014. #GERARG #WorldCup ,2014-07-13T22:40:35+00:00,dailystarnews,1,0,0,,,en,,
488452650694742016,"RT @IBNLiveSports: World Cup 2014: Team spirit behind World Cup win, says Neuer  #worldscup",2014-07-13T22:39:21+00:00,CNNnews18,5,4,0,,,en,,
488452348424224768,#WorldCupFinal #Higuain #Fifa World Cup 2014 #Class ,2014-07-13T22:38:09+00:00,Dasrin09,0,0,0,,,en,,
488452184334680065,"Now u ladies can av ur bae back  ""@iam_MiAmiE: World Cup 2014 has come to an end... GLORY BE TO GOD!""""",2014-07-13T22:37:30+00:00,maziibe_,0,1,0,,,en,,
488451558388953088,GERMANY WON THE FIFA WORLD CUP  2014 XD @DemonDouche @legit_germany @Saphire727 ,2014-07-13T22:35:01+00:00,Anitarocker20,2,0,2,,,en,,
488451318114451457,Congratulations Germany for wining the Soccer World Cup 2014... Thank you Argentina for giving it All!… ,2014-07-13T22:34:03+00:00,AJPDrums,2,0,0,,,en,,
488451299336142849,team work triumphs! congrats germany winners of world cup 2014! ,2014-07-13T22:33:59+00:00,943RadioOne,1,6,0,,,en,,
488451190472966146,A glimpse of the closing ceremony of the FIFA World Cup 2014  #Argentina #Germany,2014-07-13T22:33:33+00:00,dna,5,5,0,,,en,,
488451156511690752,"The Greatest World Cup i ever watched...!!! 
Congratulations Germany, the World Cup 2014 Winner...!!! 😭😭😭 #GERvsARG ",2014-07-13T22:33:25+00:00,radenrauf,0,0,0,,,en,,
488451128523100161,Luiz selected for the official world cup 2014 team. LOL @ FIFA,2014-07-13T22:33:18+00:00,bala_chn,1,6,0,,,en,,
488450829394145280,Congrats @Sanaket Winner of the #Team2016 UEFA World Cup 2014 Staff Predictor ;-) ,2014-07-13T22:32:07+00:00,vgirardin,1,0,0,,,en,,
488450536790700032,World Cup 2014: Germany Defeats Argentina in Final ,2014-07-13T22:30:57+00:00,ndtvfeed,1,0,1,,,en,,
488450299615780864,"Messi te banco igual , sos unico. Messi wins World Cup 2014 Golden Ball ",2014-07-13T22:30:01+00:00,CelePistan,21,38,1,,,en,,
488450298478731264,World Cup 2014 was definitely the most fun I've EVER had watching Soccer. Shouts to everyone who live tweeted with me cracking jokes.,2014-07-13T22:30:00+00:00,tonedeff,3,0,0,,,en,,
488450057893474306,Germany beats Argentina in nail-biting World Cup 2014 final: ,2014-07-13T22:29:03+00:00,dailydot,1,3,0,,,en,,
488449728657375233,Congrats for Germany be champion world cup 2014 (y),2014-07-13T22:27:44+00:00,Maldinipali,42,341,32,,,en,,
488449574109839361,Travelogue: YNaija's Alex Yusuf recounts his ultimate World Cup 2014 experience from Brazil (Part 1) |  ,2014-07-13T22:27:08+00:00,YNaija,0,0,0,,,en,,
488449422414462976,FIFA World Cup 2014 champion Germany,2014-07-13T22:26:31+00:00,lakhansinghjamw,4,1,0,,,en,,
488449413115674624,Congratulations Germany the winner of  World Cup 2014 :D Mantep Jerman.. J for Jokowi #JokowiPresidennya @jokowi_do2 @farhatabbaslaw,2014-07-13T22:26:29+00:00,RirinCullen12,6,10,2,,,en,,
488449320392216576,#BREAKING - World Cup 2014: Germany become world champions after beating Argentina 1-0 in extra time ,2014-07-13T22:26:07+00:00,France24_en,2,5,2,,,en,,
488449312641126401,#BREAKING - World Cup 2014: Germany become world champions after beating Argentina 1-0 in extra time ,2014-07-13T22:26:05+00:00,BreakingF24,0,0,0,,,en,,
488449217136820224,#BREAKING: World Cup 2014: Germany become world champions after beating Argentina 1-0 in extra time ,2014-07-13T22:25:42+00:00,FRANCE24,3,14,1,,,en,,
488449029664022529,@PRINCE_LOVEO6 Congratulations Germany! World Cup 2014 Champion  #GER #Soccer #WorldCupFinal2014,2014-07-13T22:24:58+00:00,nolanryzr1,1,0,0,,,en,,
488448758959448064,"Ft 
Germany 1-0  Argentina  | final world cup 2014 brasil
#WorldCupFinal 
#GERvsARG 
#Champion ",2014-07-13T22:23:53+00:00,YonFiruza,2,0,0,,,en,,
488448367446335488,Best young Player World Cup 2014. Congratulazione @paulpogba !!! ,2014-07-13T22:22:20+00:00,JCIndonesia,15,483,14,,,en,,
488448342511206400,It's tym to celebrate Germany ....Congrts GER ...Mario became SuperMario.. #Fifa World Cup 2014,2014-07-13T22:22:14+00:00,baladityapanda,3,0,0,,,en,,
488448234244034560,"World Cup 2014, it's been a pleasure. Thank You.",2014-07-13T22:21:48+00:00,MrAndyDavis,2,0,0,,,en,,
488448191705407488,Deutscher Fussball- Bund back in 2014! The most powerful team of FIFA World Cup 2014. Brilliance at it's best. 4 stars :) #Germany,2014-07-13T22:21:38+00:00,nikitasahadave,1,0,0,,,en,,
488447837626064896,"Germany crowned World Cup 2014 champion: Germany beats Argentina 1-0, to become the World Cup 2014 champion. ",2014-07-13T22:20:14+00:00,Thenationth,4,5,0,,,en,,
488447669547704320,Messi wins World Cup 2014 Golden Ball ,2014-07-13T22:19:34+00:00,goal,22,58,9,,,en,,
488447552295940096,GERMANY!! WORLD CUP 2014!!! ❤️🇩🇪⚽️😍 ,2014-07-13T22:19:06+00:00,SamiSlimani,1272,532,72,,,en,,
488447522277322753,★★★★ Congratulations to World Cup 2014 Champion: #GER ★★★★ [pic] — ,2014-07-13T22:18:58+00:00,richardrlykk,2,0,0,,,en,,
488447474697109505,World Cup 2014 Final Live: Germany are the champions of the world ,2014-07-13T22:18:47+00:00,FirstpostSports,0,1,0,,,en,,
488447429411233793,Germany is the World Cup 2014 Champions... congrats to all the players and staffs of german team..  #WorldCupFinal,2014-07-13T22:18:36+00:00,chimiw58,2,0,0,,,en,,
488447415926530048,Germany - The FIFA World Cup 2014 Champions! #GER ,2014-07-13T22:18:33+00:00,Sportskeeda,13,40,1,,,en,,
488447366274375681,RT @IBNLiveSports: World Cup 2014: Mario Goetze's full talent on show in winning goal  #worldscup,2014-07-13T22:18:21+00:00,CNNnews18,2,3,0,,,en,,
488447315548438528,World Cup 2014 is OVER! Come watch me play GTA 5 on TWITCH! :):  via @YouTube,2014-07-13T22:18:09+00:00,TypicalGamer,10,2,2,,,en,,
488447129518473216,Thanks to everyone that came in and made World Cup 2014 so memorable! Congratulations to Germany! A worthy champion.,2014-07-13T22:17:25+00:00,chathamtap,4,3,1,,,en,,
488446821505568768,Congratulation GERMANY | FIFA World Cup 2014 Champions #GER #WorldCup #Brazil2014 ,2014-07-13T22:16:11+00:00,AlAhlyInfo,5,7,0,,,en,,
488446704769724416,RT @IBNLiveSports: World Cup 2014: Lionel Messi wins Golden Ball  #WorldsCup #Messi,2014-07-13T22:15:43+00:00,CNNnews18,5,6,2,,,en,,
488446687321419776,CONGRATULATIONS GERMANY!!! Germany champions of the World Cup 2014!! #WorldCup2014 #WorldCup #Germany… ,2014-07-13T22:15:39+00:00,Macremi,5,5,0,,,en,,
488446685463318530,World Cup 2014 Final: Goetze Strikes as Germany Beat Argentina for 4th Title ,2014-07-13T22:15:39+00:00,ndtvfeed,0,1,0,,,en,,
488446574381391873,CONGRATULATIONS GERMANY THE WORLD CUP 2014 WINNER...!!! #GERvsARG ,2014-07-13T22:15:12+00:00,radenrauf,0,4,0,,,en,,
488446255844978689,We are the champions! #Germany - super world cup 2014! Satisfied and ready for gig at Boston! Now! \m/ ,2014-07-13T22:13:56+00:00,aroyfloyd,20,16,5,,,en,,
488446190787100672,Congrats to Germany..Ciayo Argentina n Good Bye to World cup 2014..See yaa Rusia For Wolrd Cup 2018 #EBSRadioActive,2014-07-13T22:13:41+00:00,ebs1059fm,0,9,0,,,en,,
488446152136609792,World Cup 2014 final: Germany v Argentina preview  via @abcnews,2014-07-13T22:13:32+00:00,ennisetia,4,0,0,,,en,,
488446050441494528,Guess who ran onto the field at the World Cup 2014 Final! @vitalyzdtv hahaha  via @YouTube,2014-07-13T22:13:07+00:00,SoFloAntonio,16,7,0,,,en,,
488445990467547137,Mario Goetze wins Germany World Cup 2014 with this stunning volley ,2014-07-13T22:12:53+00:00,Metro_Sport,6,5,0,,,en,,
488445953632780288,Fifa World Cup 2014 - You were amazing! See you in 2018 / @FIFAWorldCup @FIFAcom #WordCup,2014-07-13T22:12:44+00:00,bambladimir,1,1,0,,,en,,
488445936591323137,Congrats for germany king world cup 2014 but we never stop support for Persija and indonesia #Glory,2014-07-13T22:12:40+00:00,Ultras_Sector5,1,162,2,,,en,,
488445792223784961,"""@UberFootFact: The Christ the Redeemer has been lit up in Germany colors following there win of the World Cup 2014. ",2014-07-13T22:12:06+00:00,Val_Ce1,40,60,2,,,en,,
488445550174298112,"World Cup 2014 BEST :

Golden Ball PLAYER  : Messi ARG
Golden Boot SCORER : Rodriguez COL
Golden Glove KIPER : Neuer GER
Younger : Pogba FRA",2014-07-13T22:11:08+00:00,KiluanDolphin,5,182,1,,,en,,
488445526434541568,World Cup 2014 is over... TIME TO LIVESTREAM #GTA5! Come watch &amp; play with me! See you there! :)... ,2014-07-13T22:11:03+00:00,TypicalGamer,14,2,0,,,en,,
488445443697684481,"FIFA World Cup 2014 Finals | Germany, champion of FIFA World Cup 2014! ",2014-07-13T22:10:43+00:00,malaysiakini,3,5,0,,,en,,
488445431572332544,FIFA World Cup 2014 Champions #GER ,2014-07-13T22:10:40+00:00,mukulaa,2,1,0,,,en,,
488445425838751745,"#vanguardngrnews Germany beat Argentina, win World cup 2014 - Germany beat Argentina in World Cup final.  1- 0Ma... ",2014-07-13T22:10:39+00:00,vanguardngrnews,0,5,2,,,en,,
488445326920261633,The World Cup 2014 congratulation Gjermany . ,2014-07-13T22:10:15+00:00,VMinuz,36,4,1,,,en,,
488445312051445761,yea my hometown won!!🇩🇪🇩🇪 Germany won the world cup 2014!!🇩🇪🇩🇪 #rosslynch #worldcup2014 #germany #deutschla... ,2014-07-13T22:10:11+00:00,imcrazyitstrue,0,0,0,,,en,,
488445309706854400,Congratulations to Germany for winning World Cup 2014! #WorldCupFinal #GER ,2014-07-13T22:10:11+00:00,worldsoccertalk,27,71,2,,,en,,
488445233714053120,Congratulations #Germany - World Cup 2014 winners. #GER 💪⚽️🏆 ,2014-07-13T22:09:53+00:00,elieabounajem,41,21,1,,,en,,
488445222406197248,FIFA World Cup 2014 Champions #GER,2014-07-13T22:09:50+00:00,kardeeman,7,0,0,,,en,,
488445205285466113,"Thank you, World Cup 2014. You were beyond brilliant &amp; will be missed!",2014-07-13T22:09:46+00:00,BenjaminAllman,1,0,0,,,en,,
488445129439453184,It's awesome to watch Germany to win @ world cup 2014.,2014-07-13T22:09:28+00:00,gm068295,2,0,0,,,en,,
488445122321739776,"Great goal Götze, Great match Germany, Great match too Argentina.  #TeamGermany World Cup 2014 Champions #MaracanaDream",2014-07-13T22:09:26+00:00,Craigy_Tok,2,5,1,,,en,,
488445017565200385,"Fifa World Cup 2014
Germania Campione de Mondo",2014-07-13T22:09:01+00:00,AnokaMila,1,0,0,,,en,,
488444905337802754,James Rodriguez wins World Cup 2014 Golden Boot ,2014-07-13T22:08:34+00:00,goal,30,127,3,,,en,,
488444835678785536,Congratulations to Germany - World Cup 2014 winners. ,2014-07-13T22:08:18+00:00,NYCShopGuide,4,2,0,,,en,,
488444808277790721,Fab game congratulations Germany.  the World Cup 2014. Yayy. Great World Cup.pls note messi we still love you :) ,2014-07-13T22:08:11+00:00,CastingChhabra,5,4,1,,,en,,
488444790615601153,FIFA World Cup 2014 Champions #GER ,2014-07-13T22:08:07+00:00,GetFootballNews,42,89,1,,,en,,
488444708364902400,A proud moment in history for Germany winning the #Fifa World Cup 2014 in Brazil #GER Sport builds #nationalpride ,2014-07-13T22:07:48+00:00,sportmattersAU,4,3,0,,,en,,
488444612390813697,World Cup 2014 is over... TIME TO LIVESTREAM #GTA5! Come watch &amp; play with me! PRE-STREAM HYPE!!! ,2014-07-13T22:07:25+00:00,TypicalGamer,12,5,0,,,en,,
488444579386245120,Congratulations to Germany - World Cup 2014 winners. #GER ,2014-07-13T22:07:17+00:00,Footballtweet,95,198,8,,,en,,
488444569642876928,Congratulations to World Cup 2014 champions @DFB_Team_EN!!! Well deserved. HJ,2014-07-13T22:07:14+00:00,RealHughJackman,3506,2183,135,,,en,,
488444453460639744,Germany are the World Cup 2014 champions. What a great World Cup it has been! One of the best yet. ,2014-07-13T22:06:47+00:00,Nowfootball,724,1308,16,,,en,,
488444310258343937,#Germany vs Argentina- Match prediction- World cup 2014 - News - Bubblews  #bubblews- I was off by 1 ! Go #Duetchland!,2014-07-13T22:06:13+00:00,TaraBasa2,1,0,0,,,en,,
488444267422294016,Messi won the Golden Ball of this World Cup 2014  [to @barcastuff ],2014-07-13T22:06:02+00:00,Barcelona_HD,1,8,0,,,en,,
488444263806820354,"World Cup 2014:
Golden Ball - Messi
Golden Glove - Neuer
Golden Boot - James Rodriguez
Best Young Player - Pogba
Fair Play Award - Colombia",2014-07-13T22:06:02+00:00,MUFC_Malaysia,208,1323,1,,,en,,
488443900659793921,JAMES RODRIGUEZ IS THE TOP SCORER OF THE WORLD CUP 2014!!!,2014-07-13T22:04:35+00:00,sarabmeet,1,2,0,,,en,,
488443862193414145,RT @IBNLiveSports: World Cup 2014: Goetze's goal in final ties tournament record  #WorldsCup #Germany,2014-07-13T22:04:26+00:00,CNNnews18,2,2,1,,,en,,
488443658941640704,"Congrats To #Germany for winning the
#Fifa World Cup 2014 
#Argentina played well.....
But Germany deserved it.....
#party hard.....",2014-07-13T22:03:37+00:00,GaikwadRuchir7,1,0,0,,,en,,
488443636250857472,This is the official end of my World Cup 2014 tweets. An awesome + unforgettable tournament! :D,2014-07-13T22:03:32+00:00,Tobjizzle,101,58,2,,,en,,
488443610375786497,Ya Allah alhamdulillah finally Germany is the Champion of FIFA WORLD CUP 2014 goal by Gotze! Congrat to Germany,2014-07-13T22:03:26+00:00,elisakikifransi,0,0,0,,,en,,
488443546702479361,"LMAO ""@TransferSources: Worst player in the World Cup 2014. ",2014-07-13T22:03:11+00:00,evedsouza,1,19,1,,,en,,
488443501701386241,"FIFA World Cup 2014 Finals | Argentina, finishes 2nd place in 2014 FIFA World Cup. ",2014-07-13T22:03:00+00:00,malaysiakini,3,5,0,,,en,,
488443356180385794,"James Rodriguez wins World Cup 2014 Golden Boot - The Monaco attacking midfielder scored six goals in Brazil, one ... ",2014-07-13T22:02:25+00:00,HaitiNewsNet,0,0,0,,,en,,
488443229327466496,My favorite player in the World Cup 2014: James Rodriguez. ,2014-07-13T22:01:55+00:00,virtualballers,23,326,4,,,en,,
488443224936034304,Every #German Shepeard has its day..!! #Fifa World Cup 2014 .. Well played #ARG but it wasn't your day.,2014-07-13T22:01:54+00:00,simabjust4u,1,0,0,,,en,,
488443183185924096,Germany's Manuel Neuer wins the 'Golden Glove' as best goalkeeper of the Fifa World Cup 2014  ,2014-07-13T22:01:44+00:00,TOISportsNews,4,8,0,,,en,,
488443046611398656,Lionel Messi has won the Golden Ball for best player in the World Cup 2014 ,2014-07-13T22:01:11+00:00,TransferTavern,3,6,2,,,en,,
488443045520502784,"In Brasilia in Chronicles a tribute to World Cup 2014
",2014-07-13T22:01:11+00:00,painelbrasiltv,0,0,0,,,en,,
488442805639856129,World Cup 2014: Germany pulls off last-minute win over Argentina in final ,2014-07-13T22:00:14+00:00,Local12,1,1,0,,,en,,
488442801131356161,Shakira - La La La (Brazil 2014) [Live Closing at FIFA World Cup 2014] (Full HD 1080 &amp; Sound)  ,2014-07-13T22:00:13+00:00,Shakira_CO,7,4,0,,,en,,
488442794818953216,"Germany Wins FIFA World Cup 2014

World Cup Winning Goal - Germany Wins FIFA World Cup 2014

Join:... ",2014-07-13T22:00:11+00:00,PTIAJK_Official,0,0,0,,,en,,
488442790225793024,"World Cup 2014 Champs
Germany deserves a round of applause!  #TeamAdidas ",2014-07-13T22:00:10+00:00,Dannyv3,1,4,0,,,en,,
488442677504278530,Haha..am over joyed...germany becomes worlds champion....#world cup 2014,2014-07-13T21:59:43+00:00,sir_imlee,7,0,0,,,en,,
488442492358893568,CONTRATS TEAM Germany for winning world cup 2014.,2014-07-13T21:58:59+00:00,wshayaz,0,0,0,,,en,,
488442409357819905,10 things you’ll miss about World Cup 2014 now that it’s over:  #WorldCupFinal #Gotze #GERvsARG,2014-07-13T21:58:39+00:00,MothershipSG,0,0,0,,,en,,
488442327753445379,Congratulations Germany for winning the World Cup 2014 Finals!,2014-07-13T21:58:20+00:00,ABSCBN,21,21,0,,,en,,
488442271806009345,@lillian_muli rocking the World Cup 2014 champions jersey Germany!!! #VivaBrazil ,2014-07-13T21:58:07+00:00,citizentvkenya,2,6,1,,,en,,
488442226754584576,Lionel Messi wins the Golden Ball for being the best player at World Cup 2014.,2014-07-13T21:57:56+00:00,LMessiStuff,3,0,1,,,en,,
488442197021564930,FIFA World Cup 2014: Manuel Neuer wins the 'Golden Glove' and Lionel Messi wins the 'Golden Ball' award. #FIFA2014 #WorldCup2014,2014-07-13T21:57:49+00:00,DeccanChronicle,0,2,0,,,en,,
488442055056568320,World Cup 2014: Colombia's James Rodriguez wins Golden Boot.,2014-07-13T21:57:15+00:00,CNNnews18,9,38,0,,,en,,
488442051759837184,Lionel Messi wins the 'Golden Ball' as best player of the Fifa World Cup 2014  ,2014-07-13T21:57:14+00:00,TOISportsNews,7,12,1,,,en,,
488442035293388802,Messi get best Player of the World Cup 2014 award! #WorldCup2014,2014-07-13T21:57:10+00:00,docm77,37,12,8,,,en,,
488442008571482112,WORLD CUP 2014: Mario Goetze scored the winning goal to give Germany its 4th World Cup title  ,2014-07-13T21:57:04+00:00,WLBT,0,3,0,,,en,,
488441854971875328,World Cup 2014: Manuel Neur wins Golden Glove.,2014-07-13T21:56:27+00:00,CNNnews18,12,27,1,,,en,,
488441847119749120,Who says men don't cry? Watch Worldcup final ;) #Fifa World Cup 2014 #FINAL,2014-07-13T21:56:25+00:00,chirandulal,2,0,0,,,en,,
488441773216514049,FIFA World Cup 2014 Finals | Argentina's Lionel Messi wins the Golden Ball and Germany's Manuel Neuer takes home the Golden Glove!,2014-07-13T21:56:08+00:00,malaysiakini,9,25,0,,,en,,
488441722905829376,Manuel Neuer wins best goal keeper of the World Cup 2014 award! #WorldCup2014,2014-07-13T21:55:56+00:00,docm77,49,17,3,,,en,,
488441694338023424,Thanks to mario gotze* lawa awek.hihi*. World cup 2014. Germany win!!!!!,2014-07-13T21:55:49+00:00,azwan_badboyz,0,0,0,,,en,,
488441503325245440,World Cup 2014: Germany needs extra time to beat Argentina 1-0 ,2014-07-13T21:55:03+00:00,CTVMontreal,0,1,0,,,en,,
488441496694030336,Unfair RT @ibnlive: World Cup 2014: Lionel Messi wins golden ball.,2014-07-13T21:55:02+00:00,iMac_too,1,1,0,,,en,,
488441356642422784,World Cup 2014: Lionel Messi wins golden ball.,2014-07-13T21:54:28+00:00,CNNnews18,13,48,2,,,en,,
488441300824227840,#Congratulations #Germany New Championsss deserving #Champs #WorldCup Fifa14 #GER #WorldCupFinal #GERARG #Fifa World Cup 2014,2014-07-13T21:54:15+00:00,techtoids,0,0,0,,,en,,
488441221300645888,World Cup 2014: Moment streaker invades pitch and attempts to kiss German star   ,2014-07-13T21:53:56+00:00,DailyMirror,18,39,3,,,en,,
488441107232342016,"GERMANY is the winner,, GOTZE goal kemenangan,world cup 2014",2014-07-13T21:53:29+00:00,ChristianGasoel,0,0,0,,,en,,
488440879712309248,First match 4m start in world cup 2014 n he scores d only goal of d match #Goetze #worldchamp  #GermanyvsArgentina,2014-07-13T21:52:35+00:00,Manthanjshah007,2,0,0,,,en,,
488440865111941120,FIFA World Cup 2014  ,2014-07-13T21:52:31+00:00,stanrmcf,2,0,0,,,en,,
488440836141883392,What world cup 2014,2014-07-13T21:52:24+00:00,sandilembhele31,0,0,0,,,en,,
488440787940544512,"Germany beat Argentina, win World cup 2014: Germany beat Argentina in World Cup final.  1- 0T...  #Nigeria Comment",2014-07-13T21:52:13+00:00,NigeriaDaiily,0,0,0,,,en,,
488440701114265600,Dar um jeito world cup 2014 closing ceremony ,2014-07-13T21:51:52+00:00,SantanaCarlos,34,38,4,,,en,,
488440614975844352,World Cup 2014: Germany Defeats Argentina in Final ,2014-07-13T21:51:32+00:00,morgfair,4,4,3,,,en,,
488440581610545152,Well done to the Germans for winning the FIFA World Cup 2014 in Brazil,2014-07-13T21:51:24+00:00,NdabaMandela,4,1,1,,,en,,
488440553952911360,LIVE FIFA World Cup 2014 Final #Argentina v/s #Germany: #Goetze goal in 113th minute takes Germany to World Cup glory ,2014-07-13T21:51:17+00:00,dna,4,5,0,,,en,,
488440501339979778,"Great tournament overall, right winners, &amp; the player of the tournament takes home the golden boot. Goodbye World Cup 2014, will be missed.",2014-07-13T21:51:04+00:00,SIM89F,3,2,0,,,en,,
488440407165267969,The Christ the Redeemer has been lit up in Germany colors following there win of the World Cup 2014. ,2014-07-13T21:50:42+00:00,Nowfootball,896,1783,29,,,en,,
488440391717240832,"2010 - 7 of Guardiola's Barca team won the World Cup
2014 - 7 of Guardiola's Bayern team win the World Cup",2014-07-13T21:50:38+00:00,sanjarrizayev,2,34,2,,,en,,
